id,title,handle,country,subs,videos,views,avg_per_video,views_per_sub,desc_draw_signal,desc_anim_signal,desc_snippet
UCRc1aVWcfJH07jDb68eTPpQ,Mind Minute,@mindminute-v1w,,1,1,1,1.0,1.0,1,1,"Welcome to SketchMind 🧠✏️  Your mind shapes your life—and understanding it is the first step to changing it.  At SketchMind, we create engaging 60-sec"
UCv3QBO6bYZeti9n1TRgY2LA,MindSketch,@mindsketchlesj,PH,11,43,507,11.790697674418604,46.09090909090909,1,1,"MindSketch — Psychology, Neuroscience & Self-Improvement Explained Through Hand-Drawn Animation  MindSketch breaks down the psychology and neuroscienc"
UCtnOT-_MBhxKvpPcdr9Y7Cw,The Sketch Explainer,@thesketchexplainer,US,1460,34,75554,2222.176470588235,51.74931506849315,1,0,"Welcome to a channel that simplifies complex ideas! Here, we explain political, historical, and cultural concepts in a fun and easy-to-understand way "
UC5uMo8FSsFp1HREYG8wGk2g,The Art of life [ Regalia Noir],@regalianoir_artoflife,,13,30,2285,76.16666666666667,175.76923076923077,0,0,Art. Anime. Music. Pop culture. I like looking into the joy I get out of things and would like to share that love with others! Have a good day! Bless 
UCkCaLdcijqs0Ucxdvkyfq2w,SI Animated,@si_animated,,1,1,2768,2768.0,2768.0,0,1,I draw cool self improvement animations to motivate you
UCPbot6X7eboUOksvAKDB5KA,Susskind Explained Universe,@susskindexplaineduniverse,,1210,103,86977,844.4368932038835,71.88181818181818,0,0,This channel challenges everything you think you know about reality.  We explore theoretical physics as existential disruption. Each video dismantles 
UCO-pqTj0MpQZzvG8A1Mk6Ag,Paperminds by Skaiya,@papermindsbyskaiya,PK,11,113,4199,37.15929203539823,381.7272727272728,1,1,Welcome to Paper Minds By Skaiya We explore psychology and self-improvement through simple stick figure animation. Overthinking. Habits. Focus. Dopami
UCxJWzpuZ_ngJW8JVMikLxSw,Simple toon animation,@simpletoonanimation,,12,14,902,64.42857142857143,75.16666666666667,1,1,A frame by frame animation channel that shows my animation skill and my traditional animation tests. I will show some sketchy animation videos of vari
UCdoIyvLLjJ31u4iJsZH2Zqw,SketchMind Lab,@sketchmindlab,IN,0,1,47,47.0,0.0,1,1,"Welcome to SketchMind Lab – where psychology meets pencil sketch animation.  Explore the science of the human mind through engaging psychology videos,"
UCVsrfsTppspGElKSjDv4NiA,Drawn & Explained,@drawnandexxplained,US,30,2,1,0.5,0.0333333333333333,1,1,Drawn and Explained is a simple educational doodle channel that breaks down ideas using easy stick figure animations and hand-drawn sketches.  We turn
UC0UVnEbl3KtpBiAEMryRYtw,ms paint explainer,@mspaintexplainer,GB,1120,0,0,0.0,0.0,1,0,"simple, visual-first channel where complex ideas are broken down into clear, hand-drawn explanations using basic sketches and straightforward storytel"
UCYZ-6aziVBBqB5RycHdJphA,Betterman Sketches,@bettermansketches,,18,2,530,265.0,29.444444444444443,1,1,"This channel is where self-improvement meets stickman animation. I break down powerful life lessons, habits, mindsets, and stories into simple sketche"
UCuZ9CKOeWBXaES11kR__hkQ,@SketchFlicks,@sketchflicks87,,0,1,2,2.0,0.0,1,1,"SketchFlicks brings motivation to life through creative stick figure animation! 💡 Discover inspiring stories, life lessons, and relatable moments told"
UCGp9Jtz0VAGQZ-ikpHpPIJA,Sketch By Soul,@sketchbysoul-s7i,PK,102,41,6458,157.5121951219512,63.31372549019608,1,1,"Welcome to Sketch by Soul 🖤🟡 – the home of motivational stickman animations that inspire you to transform your life. Here, every video is designed to "
UCHewUf0O9iq624qjcIn7Waw,Sketch Your Better Self,@sketchyourbetterself,US,0,7,15,2.142857142857143,0.0,1,1,"Sketch Your Better Self is a channel that turns self-improvement into simple, beautiful drawings. Through sketch animation self improvement and doodle"
UCVFTQafLYNj8FicGTZdq8Yg,Explained in Ink,@explainedininkr327,US,2,5,182,36.4,91.0,1,0,"Hand-drawn explainer videos about the darkest, strangest, and most fascinating things that have actually happened.  Every video takes one subject — a "
UCrRoot6xIvikTWozD9qxObA,SketchTheBook,@sketchthebookyt,,1,1,0,0.0,0.0,1,1,"Welcome to SketchTheBook, where bestselling books come to life through animated sketch videos. Whether it's a powerful non-fiction book on psychology,"
UCNVuWLbji7k5jtz2tAg1Vng,Sketch Smarter,@smartsucces,GB,8,16,760,47.5,95.0,1,1,"Welcome to Sketch Smarter – where complex ideas become simple sketches. study smarter, study hacks, memory tips, student productivity self improvement"
UCgjndi5GvLftQY9mj1T4Mbg,Habit Sketch ,@habit-sketch,US,104,16,1083,67.6875,10.413461538461538,1,1,"Welcome to Habit Sketch! We turn life-changing habits into simple stick figure animations. Learn confidence, productivity, healthy routines, disciplin"
UCqZnM0Hnu4w2qv_hduWbynA,Stickology,@stick-00-logy,US,2,2,57,28.5,28.5,1,1,"Welcome to Stickology, where simple stick figures explain life's biggest ideas.  Using clean stickman animations and captivating storytelling, we brea"
UCYQBtsIjlPx-8iSkKkwxLxQ,The Yin-Yang Project,@theyinyangproject,IN,1,6,167,27.83333333333333,167.0,1,1,"Welcome to The Yin Yang Project.  Complex ideas don't have to be complicated.  Here, we break down psychology, philosophy, science, economics, history"
UCbJHHYezzLkBIi33ru8-AyQ, Rico Sketch,@ricosketch-c5f,IN,12,8,1117,139.625,93.08333333333331,1,0,"This channel is dedicated to motivation, mental strength, psychology, and human physiology. Learn how the mind and body work together to build confide"
UCCT99eZ0qi2UKX8XZAf-7HA,Draw & Rise up,@drawandriseup,US,0,1,209,209.0,0.0,0,1,"Welcome to Draw & Rise up! We turn complex ideas about money, psychology, and self-improvement into simple, engaging animated guides! If you want to b"
UCPhMYgnyvUxRjmdQ_uL4aKg,THE PERFECT HUMAN ,@the_perfect_humanz,AU,18,71,13044,183.7183098591549,724.6666666666666,0,0,Daily 12PM Upload Until I die..🖲 Every interaction is a negotiation of minds. 🧠 This channel explores the quiet mechanics behind human behavior — pers
UCePDFpCr78_qmVtpoB1Axaw,Great Art Explained,@greatartexplained,GB,1890000,88,62203653,706859.6931818182,32.91198571428571,0,0,"I'm James Payne, a curator, gallerist, and a passionate art lover. I am on a mission to demystify the art world and discover the stories behind the wo"
UC-SlzYalUSxkVuu0q4BGjug,Ink Sketch Explainer,@inksketchexplainer,US,6,20,700,35.0,116.66666666666669,1,0,"Ink Sketch Explainer is an educational channel that explores human history, behaviour, and the science behind everyday things we often take for grante"
UCalfu9xUPtN61TVDKMhqM1Q,The mystery shine ,@themysteryshineofficial,,20,4,479,119.75,23.95,0,0,"🔥Welcome to my Channel 🔥  •My name is Yuvraj, I like the knowledgeable books , psychology, philosophy ,dark manipulation, anime , drawing   🕶️what i c"
UCbua5Tu6mEvWeqAkk5S4__g,Excal's Art Tips,@excaliblader,,805000,1174,359775798,306452.97955706983,446.9264571428572,0,0,"Art tips and maybe, hopefully, sometimes fighting game content can be found on this channel."
UC0SD_c35dics2LHJDyUXIpg,Beyond The Sketch,@beyondthesketchofficial,US,0,9,13,1.4444444444444444,0.0,1,1,"What if the biggest ideas in the world could be explained with a marker and a blank page?  Beyond The Sketch brings science, psychology, history, phil"
UCJKy1OhUXCzArmjXBydHGIg,Ink Explainer Chronicles,@inkexplainerchronicles,KE,606,90,333375,3704.1666666666665,550.1237623762377,1,0,"Welcome to Ink Explainer Chronicles, an educational channel exploring human history, behavior, and the science behind everyday things we take for gran"
UCycRJpeIxa311pbYXyAT0uA,The Explainer,@theexplainer-exp,,54,17,8772,516.0,162.44444444444446,0,0,This channel is about learning and fun.We play with dolls and magnetic toys.
UCXX8ZhK54WRrZBzlZ4gDPvQ,What animation ,@what.animation00,PK,3,4,207,51.75,69.0,0,1,This channel documents my life and animation journey as an artist learning drawing and 2D animation through consistent practice and self-improvement. 
UCQriCEr3h604aSbi_0ltY-w,Sketch spark,@sketchspark-p7g,US,7,1,9,9.0,1.2857142857142858,1,1,"At Sketch Spark, we transform powerful ideas into engaging whiteboard animations that are simple to understand and impossible to forget. Our videos co"
UC_H3Nlofqehn2-xoxlp5QWA,zenninn,@zennin06,IN,32,9,2970,330.0,92.8125,1,1," I make videos about everything. Habits. Psychology. Productivity. Self-improvement. Random life stuff. Even cooking (poorly drawn eggs). Every topic,"
UCSfAaSJBv6MBVIYqajq5aVw,Sketchbook,@sketchbook-082,AU,6,8,200,25.0,33.333333333333336,1,1,"Sketchbook is a visual storytelling channel that explores ideas shaping the modern mind. Through hand-drawn illustrations, simple animations, and thou"
UCnzCSbvTWDvty7Hr9Ind4ow,Draw like a Sir,@drawlikeasir,DE,2160000,116,117842457,1015883.25,54.55669305555556,0,0,"Let's learn how to draw like a Sir (Or Madam - or anything in between!) Here's a complete list of all my drawing tools, pens, tablets etc.: 👉👉  https:"
UCbf5XSlC1BnPF97e0Z3-N2A,Sketch Your Self,@sketchyourself-s3u,US,1,2,18,9.0,18.0,1,1,"What if your life were a cartoon and you were the lead writer? ✍️✨  On Sketch Your Self, we don't just talk about productivity—we illustrate it. Using"
UCsBCAW2rM_yElmPXTZr7t0Q,The Life Sketch,@thelifesketch,NP,14,3,2890,963.3333333333334,206.42857142857144,1,1,Welcome to The Life Sketch: Your daily dose of animated inspiration! Our channel offers powerful stick-figure animations that bring motivational stori
UC704ndJnFQlvZ73zazzu58w,The Doodle Sage,@thedoodlesage,PH,0,1,7,7.0,0.0,1,1,"Welcome to The Doodle Sage — where simple stick figures deliver powerful wisdom.  We create fun, engaging animations that break down complex concepts,"
UCo3geRTaH5Zcg0LxxHCxmNA,simple whiteboard animation,@simplewhite-n6w,US,152,167,36780,220.23952095808383,241.97368421052636,1,1,"Assalam o Alaikum welcome to my you tube channel this video about is................................A ""Simly""for my you tube channel involves creating"
UCsjv1jnC8mxW8QmTXnYiM2A,Simply Paint Explainer,@simplypaintexplainer,US,6,6,810,135.0,135.0,1,1,"🎨 Welcome to Simply Paint Explainer! Here, we make learning simple, colorful, and fun! 🖌️ Our videos explain ideas, facts, incidents, and stories in t"
UCeGVITAyIq0XcgNq3T66NUw,Chalkboard & Cheeseburgers,@chalkboardcheeseburgers,,3,4,431,107.75,143.66666666666666,1,1,"Welcome to Chalkboard & Cheeseburgers 🍔📚  Follow Treasure, a young Black woman trying to survive adulthood one paycheck at a time 😂 From awkward corpo"
UCp__SXJ04C77KTYMtwkpZnA,Emotions Explained Simply,@emotionsexplainedsimply,US,0,4,36,9.0,0.0,1,0,"Welcome to the channel,  a place where feelings are drawn, understood, and made easier to talk about.  This channel uses simple doodles and clear expl"
UCXD9p5kT1FH3sX0coCj49JA,Whiteboard lessons ,@whiteboardlessons,GB,3,2,21,10.5,7.0,1,1,Ever wondered how a GPS signal actually works? Or mobile phones read your face to open and keep secure? The history of Brazil ? Find out in this serie
UCkIccKaHDGA8lYVmUerLhag,Krita,@kritaorgpainting,,118000,84,3484810,41485.833333333336,29.53228813559322,1,1,Welcome to the official YouTube channel for Krita! Krita is your Free and opensource digital painting application. Creative Freedom in your hands!  De
UCzYa74mF9R4VsYolwIJSlgA,Jahanggir Tutorial Whiteboard Animation,@jahanggirtutorialwhiteboar6395,BD,16,1,258,258.0,16.125,1,1,Jahanggir Tutorial Whiteboard Animation is where ESL learners get practical techniques to learn English Fast and more.   My channel is all about teach
UCuf-Rp4MvgCRwJ9NdpAvU0A,Whiteboard Animation Videos,@whiteboardanimationvideos1044,PK,30,51,5620,110.19607843137256,187.33333333333331,1,1,"Hi everyone! This is my personal channel here in Youtube. Here you will find some animated videos done by me recently. If you need a video, feel free "
UCU88WY0qX2bzDjjOLOj-Gng,Procreate,@procreate,AU,658000,283,30836268,108962.0777385159,46.863629179331305,1,1,We make award-winning illustration and animation apps for creative people like you. This is our official YouTube where you'll learn how to use our bes
UCnc2AeCRpsztHjSJ4DWiPXA,Chalkboard MedSchool,@chalkboardmedschool,US,96,16,4562,285.125,47.520833333333336,1,1,"Welcome to Chalkboard MedSchool, your visual guide through the absolute firehose of medical school. We translate dense, text-heavy medical theory into"
UCEp6ieAXXKrxkPFZIGKHUaA,VideoScribe,@videoscribesparkol,GB,77200,913,8252775,9039.184008762322,106.90123056994818,1,1,VideoScribe is the unique tool for creating engaging animated content to tell your story. Make whiteboard-style animations quickly and easily without 
UCngkX2grzKhYBx1stz08Z3Q,PowerPoint School,@powerpointschool,,972000,130,50676435,389818.7307692308,52.13625,0,0,Let's take your PowerPoint journey to the next level with our PowerPoint tutorials and templates. 
UCy_v5BY9YGN3QD8mgjqTeXg,Whiteboard Animation learn,@whiteboardanimationlearn7465,TH,0,4,13,3.25,0.0,1,1,social media 
UCPVQ0YfDcrqjV5UekXBWFiA,Bene Elohim Hub,@beneelohimhub,,2070,69,245188,3553.449275362319,118.44830917874395,1,1,"Bene Elohim Hub is an institute of learning that focuses on Graphic Design, Video Creation and Editing, both on your Smartphone and Computer. We cover"
UCwsaPDN9Ep-DcF5vseCTjYQ,Animator - AI Whiteboard Animation Video Maker,@useanimator,,6,6,219,36.5,36.5,1,1,"Animator.dev is a browser-based whiteboard animation video maker for creating lessons, explainers, training videos and product stories. It combines AI"
UCmmQIopdpCf3SwRRANimYPg,WHITEBOARD ANIMATION ,@whiteboardanimation7027,,27,5,173,34.6,6.407407407407407,1,1,"If i can do it, you can too. Every project I finish, I'll give you my best advice on how you can do it better. This channel is  for me to highlight le"
UCwK_UW-TJlE8_KSbUuCSZ9g, whiteboard Animation,@whiteboardanimation6729,,5,9,241,26.77777777777778,48.2,1,1,Hand animation tutorial channel
UC4SJBkmGYiD3NPLFuCWW1Zw,ChalkBoard Physics,@chalkboardphysics,,2,5,680,136.0,340.0,1,1,Chalkboard Physics is a learning space dedicated to helping high‑school and early‑college students master the fundamentals of physics — without flashy
UCE25MaHeuSgh-qJQbtY6qdA,Light Dust,@lightdust7644,US,425,6,97716,16286.0,229.92,0,0,tells story with art. 
UCr80fB1OeIs58_UIIVzqH8A,Work From Home Companies,@workfromhomecompanies6542,,3,7,19,2.7142857142857144,6.333333333333333,1,1,"Specialized in making Marketing video Animations, Whiteboard, Explainer videos, motion graphics, illustrations and other multimedia services.   Whiteb"
UCTWFYATjEIFquVHqtyOnYIA,Wells Liu,@designer-wells,,0,14,72,5.142857142857143,0.0,1,1,"2D Illustrator & Animator creating explainer videos, character animation, motion graphics, and visual storytelling for brands and digital content."
UCVaEMusimPTB8o4RPojUliQ,America Explained,@americaexplained-y8p,,0,1,1,1.0,0.0,1,1,"Cartoons are animated visual stories created using hand-drawn illustrations or digital techniques. They can be funny, adventurous, or educational, and"
UCzU0Z1aZNDUSjymz_81A5Fg,Stickman Explainer,@stickmanexplainer-e8w,US,18,7,788,112.57142857142856,43.77777777777778,0,1,"Welcome to Stickman Explainer – the home of creative 2D animation explainer videos!  On this channel, you’ll find engaging stickman animations, educat"
UCbumVlcoA7DoCM4shQO5jyg,Whiteboard Animation By Zakria,@whiteboardanimationbyzakri3705,PK,10,5,186,37.2,18.6,1,1,"Please, like, share and Subscribe."
UC84XrBWHVJKQHCEfCbPElLA,WhiteBoard,@whiteboard100n,EG,1,11,576,52.36363636363637,576.0,1,1,"Welcome to OUR CHANNEL!  Dive into a world where creativity meets clarity. On our channel, we transform complex concepts into engaging and easy-to-und"
UCG2MMEdycQo7ogl-ohymwBA,Badly Explained,@sobadlyexplained,IE,4,1,9,9.0,2.25,0,0,"Badly Explained is a comedy explainer channel that takes massive topics and explains them with terrible drawings, simple jokes, and just enough facts "
UCFoDbd-bp5bXr8AJIwF9B7g,Illustrated Theology,@illustrated_theology,BR,137000,204,11428404,56021.58823529412,83.41900729927008,1,0,"My name is William Ximenes, a missionary serving in one of the poorest regions of Brazil. I created this channel with the purpose of making it possibl"
UCWcFVFO0vyELnkCYr-JWE3A,Azget Industries,@azgetfx,,72300,23,5388580,234286.08695652173,74.53084370677732,0,0,My name is Amber and my dream is to own my own production company that produces feature films that I create. A part of that is developing my skills in
UCTZcAMWLl2JeuFL_Z2RoGIg,Urban Legends Animated,@urbanlegendsanimated,US,178000,437,16014718,36646.951945080094,89.97032584269662,0,1,Welcome to Urban Legends Animated Channel 
UCqoLnYheJcTpSMj5ErSbE-g,The Illustrated Explainer,@theblueblobblabberer,,7,1,215,215.0,30.714285714285715,1,0,i make interesting explainer videos. Subscribe if it peaks your interest :D
UCN7QMhJzDNzMpWe6icNQNXA,Paint Explainer,@paintexplainer-i7s,US,13,27,850,31.48148148148148,65.38461538461539,1,1,"Welcome to Paint Explainer!  We turn the biggest questions about space, planets, stars, black holes, galaxies, and the universe into simple, fun, hand"
UChf4MDszi2Jejbfx0XV_PHQ,Animation Explained,@animation-explained,US,22700,115,1698514,14769.686956521738,74.8244052863436,1,1,"Adobe After Effects and Illustrator tutorials to learn or level up your motion design skills.  Hi, I’m Megan Friesth and I’m an explanimator; I write,"
UCg5_PbjaU7UrhR5xPg9gGNw,Stick Explained,@stickexplained110,US,40,25,2417,96.68,60.425,0,1,"Stick Explained is an educational animation channel that explores the hidden stories behind human behavior, history, science, and everyday life.  Ever"
UCrXG3fzS2_oNyL6IYlO_T5w,CLARITY EXPLAINED,@clarityexplained1,US,22,14,4341,310.07142857142856,197.3181818181818,1,0,"Clarity Explained explores science and education through clear storytelling and simple, hand-drawn visuals. We turn complex research, big ideas, and e"
UCE9r8i3OFM4TxrsTPO1L1WQ,Notebook Explained: Money,@notebookexplainedmoney,,2,31,480,15.483870967741936,240.0,1,0,"Hand-drawn explainers on how money actually works.  Every video takes one mechanism — a leveraged buyout, a 2-and-20 fee structure, a collar, a tax lo"
UCXHeIKC5_mug9Cr2VlMRS1g,Kristina ExplainersEasy,@exeasy,LV,10000,130,700930,5391.769230769231,70.093,1,1,"I design clear, concise animated explainers and visual instructions that simplify complex processes and help businesses train faster, communicate bett"
UCsooa4yRKGN_zEE8iknghZA,TED-Ed,@teded,US,22900000,2375,4693443075,1976186.5578947368,204.953846069869,0,1,TED-Ed’s mission is to create lessons worth sharing. Feed and expand your curiosity with our award-winning animated shorts - published on YouTube and 
UCmalGQzikcIz1sRiAR-x81Q,hu0pncs,@ramtales-85,IN,0,1,5,5.0,0.0,0,0,
UCAQNIJyC_RbOAC00bcE9gNQ,StudioKoaiko,@studiokoaiko,,2,10,338,33.8,169.0,0,1,"A creative studio crafting YouTube Videos, Shorts, Animated ads, and Explainer Videos. From storytelling to sleek visuals, we help brands, creators, a"
UCtirPjJ3LjDAGLUiTQKcwww,Scribbleo,@scribbleo,GB,43,13,3024,232.6153846153846,70.32558139534883,1,1,"Empower students to turn passive lessons into active, creative projects with Scribbleo—the zero-friction classroom animation app designed for KS2, KS3"
UCRdWu0SDm45sODD9uZiqt9w,Whiteboard animation,@whiteboardanimation-lv8wx,PK,0,2,9,4.5,0.0,1,1,
UC8pmIe5FjmYlwP0Uf2dyQXQ,SCP Animated - Tales From The Foundation,@scpanimated,US,1150000,76,146763731,1931101.7236842103,127.62063565217392,1,1,"Welcome to SCP Animated, home of the series ""Tales From the Foundation!"" We illustrate and animate our favorite SCP series and post weekly! Join us as"
UCJwFUffyGPQjBNxErQY-R8Q,Art explainer,@art_explainer_07,,20,23,4776,207.65217391304347,238.8,0,0,
UCYO_jab_esuFRV4b17AJtAw,3Blue1Brown,@3blue1brown,US,8600000,242,768983084,3177616.0495867766,89.41663767441861,0,1,"My name is Grant Sanderson. Videos here cover a variety of topics in math, or adjacent fields like physics and CS, all with an emphasis on visualizing"
UC0naFmQzU8GtFEZiTkBqaSg,Doodly Official,@doodlyofficial6033,US,55600,511,1993414,3901.005870841487,35.852769784172665,1,1,"Welcome to the official Doodly Software Youtube Channel! On this channel, you can expect in-depth tutorials, creative presentations, and awesome examp"
UCVRxzkghNzqwFlvo432cB-Q,WHITEBOARD ANIMATION,@whiteboardanimation112,,1,1,6,6.0,6.0,1,1,"We create powerful whiteboard animation videos that inspire, educate, and motivate. Our mission is simple — turn ideas into engaging visual stories th"
UC8JfkMtNAp44vmzdtnL4wow,SCP Explained - Story & Animation,@scp,US,2480000,1833,970259778,529328.8477905074,391.2337814516129,0,1,SCP Explained - Story & Animation is bringing you animated stories and tales about the SCP Foundation and beyond.  Brought to you by a few fans of SCP
UC8_hsM_RGyxz7z8-qNsLc-w,Amykady Explainer,@amykady-k2v,IT,10,3,374,124.66666666666669,37.4,0,1,"Welcome to Amykady Explainer where complex ideas become simple — all through the power of MS Paint. Here, I break down history, science, disasters, my"
UCagmi9lIW_Cwl_jGt-3swUA,The Musings of the Spirit Whiteboard Animations,@musingsofthespiritwhiteboard,GH,6,10,188,18.8,31.33333333333333,1,1,"Welcome to The Musings of the Spirit Whiteboard Animations—a place where Scripture meets simplicity, and stories of faith are drawn line by line. Thro"
UCHVtjqQXf2qMV9VA8_t_qgA,WhiteBoard Animation,@whiteboardanimation7810,,5,2,84,42.0,16.8,1,1,Learning with Us on WhiteBoard
UCqEfDMg7ncRLVE533Z0G23g,Suumo Drawing,@suumo_drawing,,10,11,603,54.81818181818182,60.3,0,0,"In this channel, I draw and create artwork. My paintings are based on photographic models with my own arrangements. Sometimes they are combined to cre"
UCUZUsWPZKeRBnn3CsbCH7oQ,XPLAI,@xplai,US,2670,94,231382,2461.5106382978724,86.65992509363296,1,1,"XPLAI is an animation and design studio that specializes in explainer videos, illustrations, and presentations.   Mostly, we specialize in animation a"
UCpw7AJ_2bWDrCb0h-yD8Eag,Draw You a Picture,@drawyouapicture,BR,0,3,0,0.0,0.0,0,1,"Do I have to draw you a picture? Yes, and I do it every week.  One complicated thing per video, explained with a single drawing until it clicks. How a"
UCcRZmVrzHUqn7xGIsKS7r-g,bitesizedsponge,@bitesizedsponge,CA,249000,863,116965775,135533.92236384706,469.74206827309234,1,0, Hi! 🌟✨🌈my name is Tam and I own one of the CHUNKIEST sketchbook ever!! Drawing has always been my favorite thing to do and I hope you’ll feel inspire
UCfnjbXlrrJL9RlZrgyX59YA,Dark Marker,@darkmarkeryt,US,0,2,43,21.5,0.0,1,0,"I draw out the worst, weirdest, and most disturbing stuff in history, science, and true crime — one badly-drawn marker sketch at a time. New ""Every X "
UCzDmwXFtMlNxqFdPd2MwvUg,Drawing Science,@drawingscience_yt,,14,4,6879,1719.75,491.3571428571428,0,1,"Drawing Science turns complex physics and math into simple, animated explanations. Learn how the universe works through visuals that make every concep"
UCQh6Whh7dDP3-OGXbEKwUGw,Mana Art and Drawing ,@manaartanddrawing,US,1530,526,584642,1111.4866920152092,382.1189542483661,0,0,"Welcome to my drawing channel! Here you will learn step-by-step anime and portrait drawing using clear guidelines, measurements, and simple explanatio"
UCl_D3XvpY0XfzLvJNhO9ZvA,Motionpalette Entertainment,@motionpalette,IN,34,34,7888,232.0,232.0,1,1,"Motionpalette Entertainment is the fastest-growing animation studio in Kolkata. Conducting 2D/3D Animation, TV Series, Illustration, Children's Book I"
UCFDxyA1H3VEN0VQwfMe2VMQ,Gawx Art,@gawxart,MX,2600000,137,155578412,1135608.8467153283,59.83785076923077,0,0,videos about art
UCabqjoZniyF3avrPSOczPpA,Anime Drawings for Beginners,@animedrawingsforbeginners,BR,24600,190,3167270,16669.842105263157,128.75081300813008,0,0,My goal with this easy anime drawing tutorial channel is to show some easy anime drawings for beginners to do. All anime drawing tutorials on how to d
UCNBWSPrq6PR9OYICWl-51bA,ZehnerStudios,@zehnerstudios,,0,54,147,2.7222222222222223,0.0,0,1,"AI-powered Graphic & Motion Design for modern brands and B2B and enterprise clients.   Short breakdowns, experiments and workflows showing how to use "
UCMRpyFkg1xqlSXifvfdhgfw,Find the Markers,@findthemarkersdev,,9760,7,1021275,145896.42857142858,104.63883196721312,1,0,The official channel for Find the Markers developer content! The place you want to be to hear all of the official soundtracks and watch all update tra
UCTsu9SkavK6zrI3xnzo9CuQ,Master Marker Studio Animacji Maciej Czernic,@mastermarkerstudioanimacji2869,PL,15,24,5529,230.375,368.6,1,1,"MasterMarker channel presents all creation from MasterMarker Studio Animation specialized in WhiteBoard Animation, Explainer videos, storyboarding and"
UC2cJxpE3NX-nJ9hx1ZqNJ1A,Jars Drawings,@jars.drawings,,262000,52,69206699,1330898.0576923075,264.1477061068702,0,0,"Dark Art Galore. Creator of Eldertubbies, Forgiveness of John, Sesame Alley, etc.  XPPen Tablet links in Linktree below!  Business inquries please rea"
UCGBSxfsk3Nnpy17B-Xkrjig,drawing explanation,@drawingexplanation,BD,3,4,38,9.5,12.666666666666666,1,0,"Welcome to Drawing Explanations – Your Daily Dose of Art Made Simple!  At Drawing Explanations, we believe that anyone can learn how to draw with the "
UCo0kJ_izJzH8lur8_MywZBw,One Pencil drawing,@onepencildrawing,EG,1040000,526,40326840,76666.99619771863,38.775807692307694,1,0,"Welcome to One Pencil Drawing! 🎨  Here, you'll learn how to master realistic pencil drawing, create stunning portrait sketches, and draw faces with si"
UC8zu2OozCIfLIoDyCQmlHhA,Huta Chan,@hutachan,US,3130000,708,892052729,1259961.481638418,285.000871884984,1,0,"🎨Watercolor Illustrator/Graphic Designer  ⚠️Don’t redraw, trace my works or re-upload my videos.  📩Contact: hopthuhutachan@gmail.com  ❤️Please follow "
UCju5v-oTRalO9DgACy9NG7w,Drawing with Josephine,@myart-world69,,23,12,4345,362.0833333333333,188.91304347826087,0,0,"=*§~~ello ello! Welcome to my channel!! I will be posting art videos and content!  This it’s a safe space for all ✝️✡️🏳️‍⚧️🏳️‍🌈☮️♋️   M@ps, and z00s D"
UCBARESDB1dvUXUHZwIVHUdw,DrawingWiffWaffles,@drawingwiffwaffles,US,2850000,602,495444760,822997.9401993356,173.84026666666668,0,0,"Hi! I'm Rin. I've been drawing for a while now and I love sharing what I create. Even more so, I love the process of drawing. Taking a blank paper and"
UCCuZ0r9pDMI8DwhtRV1fNhg,Danno Cal Drawings,@dannodraws,US,4180000,1313,3548275117,2702418.2155369385,848.869645215311,0,0,"Hiya! I'm Danno! Right now, I'm uploading a short every other day and live streaming most Saturdays. Check out my web series pilot Toon Turf! I worked"
UC93uHm5aHDcFFemuStgEeuA,CREAVIDS - Animated Explainer Video Agency,@creavids,IN,677,144,149262,1036.5416666666667,220.47562776957164,1,1,CREAVIDS is a animated explainer video production company specializing in 2D and 3D animation videos. We believe that our videos help organizations an
UCLIustet5zwHdz8eBU2sxEw,Night Journy,@nightjourny,US,0,8,29,3.625,0.0,1,0,Wellllllllcome to your channel In this channel I will make art and sketch videos for you and I hope you enjoy with my videos 
UCFwu_-9o7k_MlT4H57RXz4w,Intuitive drawings 🌈,@visualmessage,,12,23,3461,150.47826086956522,288.4166666666667,0,0,Visual Messages by Amalia  © All artworks are original and remain the intellectual property of Amalia. All rights reserved.  Each short shares a singl
UCgltcJK5Id9rY5Q4tSsT_qw,Amanda Lyons,@amandalyons4740,,15,7,2018,288.2857142857143,134.53333333333333,1,1,Goodmorning! My channel is a list of the hand-drawn whiteboard animated videos I've had a part in creating! THANKS clients and collaborators!
UC-oZ0L0_HupuI7xYB_6Ds_g,Animaico Studio,@animaico,US,9,11,675,61.36363636363637,75.0,1,1,"We help brands tell their story through powerful, high-quality branding and videos.  Welcome to Animaico, a US-based studio with a focus on Video Anim"
UCYGHqzhKR9cN7BnQ_QxpwIQ,William Rogers,@williamrogers1513,,2,22,239,10.863636363636363,119.5,0,0,
UCDXAuk9TY3o3F7Nxji3M1vA,Liu Drawing,@liudrawing,,25800,175,1175556,6717.4628571428575,45.56418604651163,1,0,"Hi, I’m Liu Gege, a portrait artist who loves capturing expression with simple tools like pen and charcoal. On this channel, I share my drawing journe"
UCbvJaD4Z4vHUUuSs0Gdfdqg,Art History in Watercolour,@stevedunlopart,NZ,1200,184,300245,1631.766304347826,250.20416666666668,0,0,"I use watercolour to tell stories from art history. Each short video takes one moment -- a painting, a pigment, an artist, or a rumour -- and explains"
